,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
762,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Tarsem Singh,117,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »,Robert Luketic,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
764,Two best friends become rivals when they schedule their respective weddings on the same day.,Gary Winick,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
765,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",Leslye Headland,101,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",David R. Ellis,105,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",Michael Dowse,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
768,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,"In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",José Padilha,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,Michael Showalter,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
771,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Steven Soderbergh,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
772,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",James Gunn,95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
773,"Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",Steven Soderbergh,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
774,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",Matteo Garrone,133,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
775,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,Gabor Csupo,96,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,James Ward Byrkit,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
777,"The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",George Tillman Jr.,122,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Hong-jin Na,156,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
779,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Simon West,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",Tom Tykwer,147,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
781,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",Chris Weitz,113,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
782,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,Neil Marshall,97,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",Christopher Landon,93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
784,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,Burr Steers,102,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",John Erick Dowdle,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
786,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",Bryan Singer,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
787,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",Bill Condon,117,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
788,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",Lee Daniels,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,Gus Van Sant,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",Craig Brewer,113,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
791,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",R.J. Cutler,107,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
792,A modern-day witch uses spells and magic to get men to fall in love with her.,Anna Biller,120,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,"#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",Adam McKay,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",Tom Six,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
795,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",James Gunn,96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",Ryûhei Kitamura,98,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
797,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",David Slade,124,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
798,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,Mark Mylod,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
799,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",David Twohy,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
800,"This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary »",Justin Kelly,91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",M. Night Shyamalan,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
802,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",Justin Tipping,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon,105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,Alexander Payne,115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",Michael Patrick King,146,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
806,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",Jordan Vogt-Roberts,95,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Paul W.S. Anderson,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
808,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",Tom Gormican,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
809,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",Scott Stewart,100,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
810,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",David Ayer,109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,McG,117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
812,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,Paul McGuigan,110,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
813,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,Danny Boyle,101,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
814,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home.",Patricia Rozema,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
815,Two sisters contend for the affection of King Henry VIII.,Justin Chadwick,115,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
816,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",Steven R. Monroe,108,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
817,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,John Luessenhop,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
818,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",Adam Shankman,123,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
819,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",Wes Craven,111,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
820,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,Mira Nair,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
821,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,Kirk Jones,94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
822,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
823,A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident.,Patricia Riggen,109,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Will Gluck,118,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.,Julie Taymor,133,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
826,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",Luke Greenfield,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,A Malinois dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,Boaz Yakin,111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828,"When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",David Gordon Green,102,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
